timestamp,equipment_id,vibration_rms_mm_s,temperature_c,speed_rpm,load_pct,health_score,state,fault_active,fault_type
2026-07-13 16:26:45,BEARING-001,2.183,40.18,1512.42,64.15,90.25,normal,False,none
2026-07-13 16:27:45,BEARING-001,1.977,41.09,1495.55,65.59,95.55,normal,False,none
2026-07-13 16:28:45,BEARING-001,1.936,40.67,1501.0,68.27,96.34,normal,False,none
2026-07-13 16:29:45,BEARING-001,1.947,40.29,1489.54,68.98,91.06,normal,False,none
2026-07-13 16:30:45,BEARING-001,2.08,41.17,1514.84,64.79,91.4,normal,False,none
2026-07-13 16:31:45,BEARING-001,2.055,39.05,1482.33,69.06,94.19,normal,False,none
2026-07-13 16:32:45,BEARING-001,2.062,39.49,1511.74,65.28,99.66,normal,False,none
2026-07-13 16:33:45,BEARING-001,2.065,39.26,1497.14,62.49,95.96,normal,False,none
2026-07-13 16:34:45,BEARING-001,2.321,39.69,1517.57,63.22,99.33,normal,False,none
2026-07-13 16:35:45,BEARING-001,1.939,38.9,1511.26,60.56,98.04,normal,False,none
2026-07-13 16:36:45,BEARING-001,1.923,40.51,1527.31,62.34,94.67,normal,False,none
2026-07-13 16:37:45,BEARING-001,1.878,39.82,1510.96,63.93,97.85,normal,False,none
2026-07-13 16:38:45,BEARING-001,2.092,38.82,1476.42,67.41,90.18,normal,False,none
2026-07-13 16:39:45,BEARING-001,2.169,39.19,1499.0,70.16,91.09,normal,False,none
2026-07-13 16:40:45,BEARING-001,1.983,40.25,1482.42,60.85,98.29,normal,False,none
2026-07-13 16:41:45,BEARING-001,1.874,40.67,1492.23,66.18,97.97,normal,False,none
2026-07-13 16:42:45,BEARING-001,1.876,41.6,1522.67,61.88,92.33,normal,False,none
2026-07-13 16:43:45,BEARING-001,2.098,42.33,1509.56,66.42,95.31,normal,False,none
2026-07-13 16:44:45,BEARING-001,2.111,40.33,1489.52,64.61,96.06,normal,False,none
2026-07-13 16:45:45,BEARING-001,2.081,39.21,1484.79,59.51,98.68,normal,False,none
2026-07-13 16:46:45,BEARING-001,1.9,38.29,1500.49,67.78,96.03,normal,False,none
2026-07-13 16:47:45,BEARING-001,2.035,40.21,1481.75,63.18,94.13,normal,False,none
2026-07-13 16:48:45,BEARING-001,2.018,39.35,1489.93,63.4,93.74,normal,False,none
2026-07-13 16:49:45,BEARING-001,2.033,39.67,1504.68,61.79,94.26,normal,False,none
2026-07-13 16:50:45,BEARING-001,2.131,39.51,1517.33,63.04,96.52,normal,False,none
2026-07-13 16:51:45,BEARING-001,2.034,39.89,1509.13,66.28,98.67,normal,False,none
2026-07-13 16:52:45,BEARING-001,2.102,40.85,1465.63,64.43,94.54,normal,False,none
2026-07-13 16:53:45,BEARING-001,2.01,40.13,1504.57,65.99,92.48,normal,False,none
2026-07-13 16:54:45,BEARING-001,2.043,39.87,1501.08,66.09,92.37,normal,False,none
2026-07-13 16:55:45,BEARING-001,2.095,39.17,1506.21,68.96,97.46,normal,False,none
2026-07-13 16:56:45,BEARING-001,1.781,38.66,1524.24,63.97,98.17,normal,False,none
2026-07-13 16:57:45,BEARING-001,1.952,39.61,1469.05,60.57,91.05,normal,False,none
2026-07-13 16:58:45,BEARING-001,1.929,39.96,1491.13,68.2,90.67,normal,False,none
2026-07-13 16:59:45,BEARING-001,1.904,41.41,1508.86,64.01,95.94,normal,False,none
2026-07-13 17:00:45,BEARING-001,1.959,40.1,1476.28,68.34,91.46,normal,False,none
2026-07-13 17:01:45,BEARING-001,2.224,40.79,1522.14,66.15,98.25,normal,False,none
2026-07-13 17:02:45,BEARING-001,1.87,39.6,1505.53,64.61,93.1,normal,False,none
2026-07-13 17:03:45,BEARING-001,2.145,39.05,1512.7,66.05,91.44,normal,False,none
2026-07-13 17:04:45,BEARING-001,1.748,39.23,1491.44,70.85,99.21,normal,False,none
2026-07-13 17:05:45,BEARING-001,1.95,39.42,1512.21,71.23,91.66,normal,False,none
2026-07-13 17:06:45,BEARING-001,2.024,41.7,1516.03,65.21,92.85,normal,False,none
2026-07-13 17:07:45,BEARING-001,2.088,39.34,1503.49,65.48,91.54,normal,False,none
2026-07-13 17:08:45,BEARING-001,2.107,40.67,1503.52,68.23,91.15,normal,False,none
2026-07-13 17:09:45,BEARING-001,2.119,39.28,1504.06,62.46,90.21,normal,False,none
2026-07-13 17:10:45,BEARING-001,1.948,40.75,1487.05,66.0,90.55,normal,False,none
2026-07-13 17:11:45,BEARING-001,1.931,40.31,1497.79,64.92,91.75,normal,False,none
2026-07-13 17:12:45,BEARING-001,2.129,39.87,1497.71,65.94,90.53,normal,False,none
2026-07-13 17:13:45,BEARING-001,1.971,39.97,1505.75,62.5,95.91,normal,False,none
2026-07-13 17:14:45,BEARING-001,1.809,39.48,1515.0,60.23,96.81,normal,False,none
2026-07-13 17:15:45,BEARING-001,1.83,40.36,1484.12,58.78,93.94,normal,False,none
2026-07-13 17:16:45,BEARING-001,1.862,39.64,1498.12,61.65,93.18,normal,False,none
2026-07-13 17:17:45,BEARING-001,2.075,39.02,1522.22,63.62,95.05,normal,False,none
2026-07-13 17:18:45,BEARING-001,2.021,38.98,1488.85,64.12,98.75,normal,False,none
2026-07-13 17:19:45,BEARING-001,2.104,40.14,1487.67,70.81,98.51,normal,False,none
2026-07-13 17:20:45,BEARING-001,1.936,41.26,1503.03,68.32,90.43,normal,False,none
2026-07-13 17:21:45,BEARING-001,2.024,40.13,1512.67,62.11,91.81,normal,False,none
2026-07-13 17:22:45,BEARING-001,2.094,39.91,1500.17,66.04,92.37,normal,False,none
2026-07-13 17:23:45,BEARING-001,1.954,40.23,1519.93,63.78,92.49,normal,False,none
2026-07-13 17:24:45,BEARING-001,2.069,41.04,1512.85,64.15,95.71,normal,False,none
2026-07-13 17:25:45,BEARING-001,1.901,40.18,1512.63,65.56,94.16,normal,False,none
2026-07-13 17:26:45,BEARING-001,1.946,39.67,1508.31,66.86,90.49,normal,False,none
2026-07-13 17:27:45,BEARING-001,1.943,40.89,1534.91,63.98,93.74,normal,False,none
2026-07-13 17:28:45,BEARING-001,1.821,40.34,1496.92,68.19,95.24,normal,False,none
2026-07-13 17:29:45,BEARING-001,2.073,41.23,1469.95,61.57,91.02,normal,False,none
2026-07-13 17:30:45,BEARING-001,1.93,40.15,1524.06,65.02,98.33,normal,False,none
2026-07-13 17:31:45,BEARING-001,2.002,39.02,1493.13,72.79,90.52,normal,False,none
2026-07-13 17:32:45,BEARING-001,2.072,38.91,1501.62,65.67,99.25,normal,False,none
2026-07-13 17:33:45,BEARING-001,2.067,41.32,1519.64,69.3,90.99,normal,False,none
2026-07-13 17:34:45,BEARING-001,2.1,41.38,1475.97,65.27,98.44,normal,False,none
2026-07-13 17:35:45,BEARING-001,1.985,39.86,1481.23,66.74,99.03,normal,False,none
2026-07-13 17:36:45,BEARING-001,1.937,39.69,1475.98,64.83,99.8,normal,False,none
2026-07-13 17:37:45,BEARING-001,1.988,41.17,1488.09,64.49,98.02,normal,False,none
2026-07-13 17:38:45,BEARING-001,1.747,39.11,1506.59,62.66,97.79,normal,False,none
2026-07-13 17:39:45,BEARING-001,1.783,39.28,1507.86,66.29,96.42,normal,False,none
2026-07-13 17:40:45,BEARING-001,1.802,40.51,1504.14,62.45,97.79,normal,False,none
2026-07-13 17:41:45,BEARING-001,1.85,39.68,1478.81,67.0,91.35,normal,False,none
2026-07-13 17:42:45,BEARING-001,2.06,40.0,1465.35,68.26,95.36,normal,False,none
2026-07-13 17:43:45,BEARING-001,1.864,39.87,1500.82,66.1,95.14,normal,False,none
2026-07-13 17:44:45,BEARING-001,2.466,42.15,1489.29,66.65,88.86,degradation,True,bearing_wear
2026-07-13 17:45:45,BEARING-001,2.614,43.32,1480.25,64.44,89.68,degradation,True,bearing_wear
2026-07-13 17:46:45,BEARING-001,2.582,42.57,1512.54,65.83,88.0,degradation,True,bearing_wear
2026-07-13 17:47:45,BEARING-001,2.79,42.76,1505.24,65.47,86.94,degradation,True,bearing_wear
2026-07-13 17:48:45,BEARING-001,2.518,42.84,1535.74,67.33,87.86,degradation,True,bearing_wear
2026-07-13 17:49:45,BEARING-001,2.756,43.01,1506.3,67.42,86.8,degradation,True,bearing_wear
2026-07-13 17:50:45,BEARING-001,2.617,43.21,1505.82,60.14,85.44,degradation,True,bearing_wear
2026-07-13 17:51:45,BEARING-001,2.736,43.69,1497.5,58.26,86.42,degradation,True,bearing_wear
2026-07-13 17:52:45,BEARING-001,3.138,44.41,1512.25,68.01,84.22,degradation,True,bearing_wear
2026-07-13 17:53:45,BEARING-001,3.141,44.91,1509.38,68.56,83.92,degradation,True,bearing_wear
2026-07-13 17:54:45,BEARING-001,3.007,45.08,1518.78,61.94,83.44,degradation,True,bearing_wear
2026-07-13 17:55:45,BEARING-001,2.972,44.97,1492.18,59.42,82.05,degradation,True,bearing_wear
2026-07-13 17:56:45,BEARING-001,2.856,46.11,1493.47,65.3,82.24,degradation,True,bearing_wear
2026-07-13 17:57:45,BEARING-001,3.206,46.34,1492.81,67.79,80.76,degradation,True,bearing_wear
2026-07-13 17:58:45,BEARING-001,3.621,46.19,1511.86,70.39,80.18,degradation,True,bearing_wear
2026-07-13 17:59:45,BEARING-001,3.442,46.25,1522.48,66.55,80.92,degradation,True,bearing_wear
2026-07-13 18:00:45,BEARING-001,3.382,47.16,1493.12,63.88,78.32,degradation,True,bearing_wear
2026-07-13 18:01:45,BEARING-001,3.564,47.28,1493.63,62.32,76.54,degradation,True,bearing_wear
2026-07-13 18:02:45,BEARING-001,3.38,46.77,1504.71,65.03,79.09,degradation,True,bearing_wear
2026-07-13 18:03:45,BEARING-001,3.591,47.76,1496.31,64.1,79.16,degradation,True,bearing_wear
2026-07-13 18:04:45,BEARING-001,3.698,48.23,1514.28,61.95,76.12,degradation,True,bearing_wear
2026-07-13 18:05:45,BEARING-001,3.735,47.96,1466.22,71.15,74.21,degradation,True,bearing_wear
2026-07-13 18:06:45,BEARING-001,3.9,48.81,1487.6,70.36,74.84,degradation,True,bearing_wear
2026-07-13 18:07:45,BEARING-001,3.906,48.29,1488.26,68.41,74.18,degradation,True,bearing_wear
2026-07-13 18:08:45,BEARING-001,4.004,49.99,1465.19,62.24,73.58,degradation,True,bearing_wear
2026-07-13 18:09:45,BEARING-001,3.9,50.25,1485.55,67.57,72.16,degradation,True,bearing_wear
2026-07-13 18:10:45,BEARING-001,4.15,49.81,1486.27,66.92,72.84,degradation,True,bearing_wear
2026-07-13 18:11:45,BEARING-001,4.297,50.42,1496.98,66.33,72.11,degradation,True,bearing_wear
2026-07-13 18:12:45,BEARING-001,4.045,49.34,1516.69,68.75,69.82,degradation,True,bearing_wear
2026-07-13 18:13:45,BEARING-001,4.114,50.27,1496.32,66.91,70.9,degradation,True,bearing_wear
2026-07-13 18:14:45,BEARING-001,4.44,51.01,1484.54,67.22,71.3,degradation,True,bearing_wear
2026-07-13 18:15:45,BEARING-001,4.316,50.92,1499.15,66.91,69.12,degradation,True,bearing_wear
2026-07-13 18:16:45,BEARING-001,4.567,52.12,1515.74,66.02,68.04,degradation,True,bearing_wear
2026-07-13 18:17:45,BEARING-001,4.405,53.07,1485.36,59.65,67.51,degradation,True,bearing_wear
2026-07-13 18:18:45,BEARING-001,4.692,51.78,1486.34,65.25,67.44,degradation,True,bearing_wear
2026-07-13 18:19:45,BEARING-001,4.592,52.26,1508.38,63.33,64.89,degradation,True,bearing_wear
2026-07-13 18:20:45,BEARING-001,4.667,53.1,1496.68,61.16,65.72,degradation,True,bearing_wear
2026-07-13 18:21:45,BEARING-001,4.883,54.09,1509.71,70.05,64.6,degradation,True,bearing_wear
2026-07-13 18:22:45,BEARING-001,4.711,52.98,1499.8,70.19,65.72,degradation,True,bearing_wear
2026-07-13 18:23:45,BEARING-001,4.701,54.02,1510.52,69.08,63.42,degradation,True,bearing_wear
2026-07-13 18:24:45,BEARING-001,4.819,55.11,1484.47,65.77,64.22,degradation,True,bearing_wear
2026-07-13 18:25:45,BEARING-001,4.986,53.68,1499.82,69.05,61.32,degradation,True,bearing_wear
2026-07-13 18:26:45,BEARING-001,4.804,54.17,1496.84,65.04,62.0,degradation,True,bearing_wear
2026-07-13 18:27:45,BEARING-001,5.127,54.91,1481.76,65.61,61.1,degradation,True,bearing_wear
2026-07-13 18:28:45,BEARING-001,5.046,55.16,1476.55,61.72,59.47,degradation,True,bearing_wear
2026-07-13 18:29:45,BEARING-001,5.307,56.14,1510.29,66.19,59.63,degradation,True,bearing_wear
2026-07-13 18:30:45,BEARING-001,4.942,56.15,1494.74,65.18,59.78,degradation,True,bearing_wear
2026-07-13 18:31:45,BEARING-001,5.194,55.45,1484.67,61.09,57.88,degradation,True,bearing_wear
2026-07-13 18:32:45,BEARING-001,5.145,56.9,1498.56,64.85,56.1,degradation,True,bearing_wear
2026-07-13 18:33:45,BEARING-001,5.308,56.66,1516.92,64.76,56.77,degradation,True,bearing_wear
2026-07-13 18:34:45,BEARING-001,5.496,57.89,1465.79,70.39,55.38,degradation,True,bearing_wear
2026-07-13 18:35:45,BEARING-001,5.504,57.25,1477.55,67.68,55.15,degradation,True,bearing_wear
2026-07-13 18:36:45,BEARING-001,5.554,57.55,1486.16,65.03,54.68,degradation,True,bearing_wear
2026-07-13 18:37:45,BEARING-001,5.625,58.44,1521.92,65.75,52.7,degradation,True,bearing_wear
2026-07-13 18:38:45,BEARING-001,5.728,58.86,1504.24,65.13,52.1,degradation,True,bearing_wear
2026-07-13 18:39:45,BEARING-001,5.642,59.0,1511.51,64.39,53.1,degradation,True,bearing_wear
2026-07-13 18:40:45,BEARING-001,5.907,58.24,1482.9,61.75,51.62,degradation,True,bearing_wear
2026-07-13 18:41:45,BEARING-001,5.961,59.66,1483.21,64.55,49.3,degradation,True,bearing_wear
2026-07-13 18:42:45,BEARING-001,5.987,59.18,1506.72,62.76,51.31,degradation,True,bearing_wear
2026-07-13 18:43:45,BEARING-001,6.067,60.12,1500.87,61.25,50.22,degradation,True,bearing_wear
2026-07-13 18:44:45,BEARING-001,6.077,60.0,1508.33,66.43,50.0,critique,True,bearing_wear
2026-07-13 18:45:45,BEARING-001,6.136,60.16,1490.67,61.51,49.15,critique,True,bearing_wear
2026-07-13 18:46:45,BEARING-001,6.0,60.32,1514.81,62.86,46.69,critique,True,bearing_wear
2026-07-13 18:47:45,BEARING-001,6.212,60.62,1517.36,69.11,45.74,critique,True,bearing_wear
2026-07-13 18:48:45,BEARING-001,6.457,61.34,1521.54,63.55,46.4,critique,True,bearing_wear
2026-07-13 18:49:45,BEARING-001,6.543,62.78,1507.94,71.73,45.34,critique,True,bearing_wear
2026-07-13 18:50:45,BEARING-001,6.615,63.41,1520.45,64.99,44.53,critique,True,bearing_wear
2026-07-13 18:51:45,BEARING-001,6.544,62.49,1471.79,66.22,43.7,critique,True,bearing_wear
2026-07-13 18:52:45,BEARING-001,6.489,64.22,1495.23,69.85,43.0,critique,True,bearing_wear
2026-07-13 18:53:45,BEARING-001,6.53,63.48,1486.99,65.39,42.68,critique,True,bearing_wear
2026-07-13 18:54:45,BEARING-001,6.821,64.9,1501.79,61.99,40.14,critique,True,bearing_wear
2026-07-13 18:55:45,BEARING-001,6.903,64.17,1491.43,64.67,39.19,critique,True,bearing_wear
2026-07-13 18:56:45,BEARING-001,7.116,64.69,1497.51,64.89,38.36,critique,True,bearing_wear
2026-07-13 18:57:45,BEARING-001,7.165,65.22,1528.23,60.91,38.56,critique,True,bearing_wear
2026-07-13 18:58:45,BEARING-001,7.057,67.29,1497.45,64.23,38.43,critique,True,bearing_wear
2026-07-13 18:59:45,BEARING-001,6.967,66.28,1506.21,62.77,36.19,critique,True,bearing_wear
2026-07-13 19:00:45,BEARING-001,7.183,65.73,1496.52,67.77,33.64,critique,True,bearing_wear
2026-07-13 19:01:45,BEARING-001,7.34,67.12,1501.14,65.1,33.38,critique,True,bearing_wear
2026-07-13 19:02:45,BEARING-001,7.354,66.71,1500.09,64.15,33.18,critique,True,bearing_wear
2026-07-13 19:03:45,BEARING-001,7.375,67.01,1506.72,64.68,32.5,critique,True,bearing_wear
2026-07-13 19:04:45,BEARING-001,7.576,68.24,1517.48,65.67,31.72,critique,True,bearing_wear
2026-07-13 19:05:45,BEARING-001,7.54,68.1,1524.71,66.85,31.18,critique,True,bearing_wear
2026-07-13 19:06:45,BEARING-001,7.598,68.63,1504.64,62.0,30.01,critique,True,bearing_wear
2026-07-13 19:07:45,BEARING-001,7.816,68.85,1508.84,61.88,30.2,critique,True,bearing_wear
2026-07-13 19:08:45,BEARING-001,7.786,69.43,1482.74,68.31,27.92,critique,True,bearing_wear
2026-07-13 19:09:45,BEARING-001,7.96,69.87,1498.68,63.76,26.87,critique,True,bearing_wear
2026-07-13 19:10:45,BEARING-001,8.041,68.84,1514.1,60.75,27.05,critique,True,bearing_wear
2026-07-13 19:11:45,BEARING-001,7.906,70.78,1512.99,66.33,24.54,critique,True,bearing_wear
2026-07-13 19:12:45,BEARING-001,8.082,70.18,1503.17,66.39,25.18,critique,True,bearing_wear
2026-07-13 19:13:45,BEARING-001,8.446,70.29,1513.3,60.41,24.06,critique,True,bearing_wear
2026-07-13 19:14:45,BEARING-001,8.133,71.5,1507.36,65.69,22.96,critique,True,bearing_wear
2026-07-13 19:15:45,BEARING-001,8.067,71.97,1518.0,67.21,23.45,critique,True,bearing_wear
2026-07-13 19:16:45,BEARING-001,8.182,71.89,1504.34,66.12,20.78,critique,True,bearing_wear
2026-07-13 19:17:45,BEARING-001,8.543,73.19,1494.66,66.9,22.03,critique,True,bearing_wear
2026-07-13 19:18:45,BEARING-001,8.62,72.27,1505.04,60.79,19.31,critique,True,bearing_wear
2026-07-13 19:19:45,BEARING-001,8.675,73.22,1456.04,65.99,17.57,critique,True,bearing_wear
2026-07-13 19:20:45,BEARING-001,8.951,73.5,1505.74,64.09,17.75,critique,True,bearing_wear
2026-07-13 19:21:45,BEARING-001,8.445,74.2,1445.27,63.55,15.93,critique,True,bearing_wear
2026-07-13 19:22:45,BEARING-001,8.982,74.78,1474.15,67.61,15.3,critique,True,bearing_wear
2026-07-13 19:23:45,BEARING-001,9.0,74.4,1506.78,69.44,15.32,critique,True,bearing_wear
