timestamp,asset_run_id,cycle,equipment_id,equipment_type,failure_type,temperature,vibration,rpm,current,load,pressure,flow_rate,conveyor_speed,slip_rate,health_score,failure_occurred,rul_steps,rul_hours,degradation_progress,simulation_step,scenario_id
2026-02-01 11:30:00,motor_run_001,23,MOTOR-RUL-001,motor,motor_overheating,53.273,1.988,1492.084,18.128,56.389,,,,,92.251,0,101.0,50.5,0.07343,23,rul_motor_overheating
2026-02-01 12:00:00,motor_run_001,24,MOTOR-RUL-001,motor,motor_overheating,51.516,1.896,1498.874,18.972,56.381,,,,,92.077,0,100.0,50.0,0.078438,24,rul_motor_overheating
2026-02-01 12:30:00,motor_run_001,25,MOTOR-RUL-001,motor,motor_overheating,51.39,1.8,1496.11,18.739,57.751,,,,,91.709,0,99.0,49.5,0.083561,25,rul_motor_overheating
2026-02-01 13:00:00,motor_run_001,26,MOTOR-RUL-001,motor,motor_overheating,52.852,1.928,1490.52,18.558,55.841,,,,,92.184,0,98.0,49.0,0.088798,26,rul_motor_overheating
2026-02-01 13:30:00,motor_run_001,27,MOTOR-RUL-001,motor,motor_overheating,52.026,2.072,1492.777,19.08,56.814,,,,,90.507,0,97.0,48.5,0.094148,27,rul_motor_overheating
2026-02-01 14:00:00,motor_run_001,28,MOTOR-RUL-001,motor,motor_overheating,52.757,1.934,1503.569,18.783,55.613,,,,,89.4,0,96.0,48.0,0.099607,28,rul_motor_overheating
2026-02-01 14:30:00,motor_run_001,29,MOTOR-RUL-001,motor,motor_overheating,53.152,2.168,1501.28,18.917,56.911,,,,,90.135,0,95.0,47.5,0.105175,29,rul_motor_overheating
2026-02-01 15:00:00,motor_run_001,30,MOTOR-RUL-001,motor,motor_overheating,53.452,1.981,1508.85,19.105,58.002,,,,,89.007,0,94.0,47.0,0.11085,30,rul_motor_overheating
2026-02-01 15:30:00,motor_run_001,31,MOTOR-RUL-001,motor,motor_overheating,52.864,1.896,1513.207,19.481,56.722,,,,,88.145,0,93.0,46.5,0.116629,31,rul_motor_overheating
2026-02-01 16:00:00,motor_run_001,32,MOTOR-RUL-001,motor,motor_overheating,54.757,1.934,1492.842,19.263,56.645,,,,,87.746,0,92.0,46.0,0.122512,32,rul_motor_overheating
2026-02-01 16:30:00,motor_run_001,33,MOTOR-RUL-001,motor,motor_overheating,54.07,2.091,1511.26,19.179,57.571,,,,,86.125,0,91.0,45.5,0.128497,33,rul_motor_overheating
2026-02-01 17:00:00,motor_run_001,34,MOTOR-RUL-001,motor,motor_overheating,54.431,1.985,1490.249,18.992,56.886,,,,,87.0,0,90.0,45.0,0.134583,34,rul_motor_overheating
2026-02-01 17:30:00,motor_run_001,35,MOTOR-RUL-001,motor,motor_overheating,53.961,2.085,1496.127,19.185,58.054,,,,,86.192,0,89.0,44.5,0.140767,35,rul_motor_overheating
2026-02-01 18:00:00,motor_run_001,36,MOTOR-RUL-001,motor,motor_overheating,55.861,2.079,1494.432,19.267,57.547,,,,,85.383,0,88.0,44.0,0.14705,36,rul_motor_overheating
2026-02-01 18:30:00,motor_run_001,37,MOTOR-RUL-001,motor,motor_overheating,54.714,2.116,1501.826,20.01,58.956,,,,,84.23,0,87.0,43.5,0.15343,37,rul_motor_overheating
2026-02-01 19:00:00,motor_run_001,38,MOTOR-RUL-001,motor,motor_overheating,55.503,1.973,1495.274,19.518,58.523,,,,,83.645,0,86.0,43.0,0.159905,38,rul_motor_overheating
2026-02-01 19:30:00,motor_run_001,39,MOTOR-RUL-001,motor,motor_overheating,55.598,1.918,1498.699,19.233,57.24,,,,,82.914,0,85.0,42.5,0.166474,39,rul_motor_overheating
2026-02-01 20:00:00,motor_run_001,40,MOTOR-RUL-001,motor,motor_overheating,56.254,1.971,1488.264,20.091,56.74,,,,,82.138,0,84.0,42.0,0.173137,40,rul_motor_overheating
2026-02-01 20:30:00,motor_run_001,41,MOTOR-RUL-001,motor,motor_overheating,57.737,2.45,1490.627,19.527,58.152,,,,,82.875,0,83.0,41.5,0.179892,41,rul_motor_overheating
2026-02-01 21:00:00,motor_run_001,42,MOTOR-RUL-001,motor,motor_overheating,56.371,2.149,1506.219,19.789,57.687,,,,,81.259,0,82.0,41.0,0.186738,42,rul_motor_overheating
2026-02-01 21:30:00,motor_run_001,43,MOTOR-RUL-001,motor,motor_overheating,56.471,2.164,1497.869,19.801,57.655,,,,,80.868,0,81.0,40.5,0.193675,43,rul_motor_overheating
2026-02-01 22:00:00,motor_run_001,44,MOTOR-RUL-001,motor,motor_overheating,58.241,2.217,1502.814,19.82,58.211,,,,,79.569,0,80.0,40.0,0.2007,44,rul_motor_overheating
2026-02-01 22:30:00,motor_run_001,45,MOTOR-RUL-001,motor,motor_overheating,58.165,2.206,1516.745,20.264,58.634,,,,,78.837,0,79.0,39.5,0.207814,45,rul_motor_overheating
2026-02-01 23:00:00,motor_run_001,46,MOTOR-RUL-001,motor,motor_overheating,57.653,2.349,1502.102,20.055,57.045,,,,,78.962,0,78.0,39.0,0.215016,46,rul_motor_overheating
2026-02-01 23:30:00,motor_run_001,47,MOTOR-RUL-001,motor,motor_overheating,58.943,2.134,1496.228,20.067,58.599,,,,,77.623,0,77.0,38.5,0.222304,47,rul_motor_overheating
2026-02-02 00:00:00,motor_run_001,48,MOTOR-RUL-001,motor,motor_overheating,58.962,2.234,1501.221,20.435,56.622,,,,,76.914,0,76.0,38.0,0.229678,48,rul_motor_overheating
2026-02-02 00:30:00,motor_run_001,49,MOTOR-RUL-001,motor,motor_overheating,59.489,2.304,1497.025,19.695,59.057,,,,,77.15,0,75.0,37.5,0.237138,49,rul_motor_overheating
2026-02-02 01:00:00,motor_run_001,50,MOTOR-RUL-001,motor,motor_overheating,58.824,2.376,1497.372,20.187,58.073,,,,,75.365,0,74.0,37.0,0.244681,50,rul_motor_overheating
2026-02-02 01:30:00,motor_run_001,51,MOTOR-RUL-001,motor,motor_overheating,60.891,2.363,1513.858,20.565,59.388,,,,,75.641,0,73.0,36.5,0.252308,51,rul_motor_overheating
2026-02-02 02:00:00,motor_run_001,52,MOTOR-RUL-001,motor,motor_overheating,60.744,2.403,1497.627,20.357,58.602,,,,,74.493,0,72.0,36.0,0.260017,52,rul_motor_overheating
2026-02-02 02:30:00,motor_run_001,53,MOTOR-RUL-001,motor,motor_overheating,60.148,2.414,1498.475,20.703,59.886,,,,,74.129,0,71.0,35.5,0.267808,53,rul_motor_overheating
2026-02-02 03:00:00,motor_run_001,54,MOTOR-RUL-001,motor,motor_overheating,61.671,2.194,1499.464,20.188,58.996,,,,,73.188,0,70.0,35.0,0.275681,54,rul_motor_overheating
2026-02-02 03:30:00,motor_run_001,55,MOTOR-RUL-001,motor,motor_overheating,61.997,2.297,1491.89,20.561,58.565,,,,,71.301,0,69.0,34.5,0.283634,55,rul_motor_overheating
2026-02-02 04:00:00,motor_run_001,56,MOTOR-RUL-001,motor,motor_overheating,62.187,2.499,1504.87,20.052,59.91,,,,,70.869,0,68.0,34.0,0.291667,56,rul_motor_overheating
2026-02-02 04:30:00,motor_run_001,57,MOTOR-RUL-001,motor,motor_overheating,62.638,2.561,1483.494,20.55,60.269,,,,,69.231,0,67.0,33.5,0.29978,57,rul_motor_overheating
2026-02-02 05:00:00,motor_run_001,58,MOTOR-RUL-001,motor,motor_overheating,63.668,2.453,1506.773,20.629,60.579,,,,,69.737,0,66.0,33.0,0.307971,58,rul_motor_overheating
2026-02-02 05:30:00,motor_run_001,59,MOTOR-RUL-001,motor,motor_overheating,63.319,2.456,1502.163,20.63,59.942,,,,,68.3,0,65.0,32.5,0.31624,59,rul_motor_overheating
2026-02-02 06:00:00,motor_run_001,60,MOTOR-RUL-001,motor,motor_overheating,63.81,2.549,1491.532,20.89,61.379,,,,,67.17,0,64.0,32.0,0.324587,60,rul_motor_overheating
2026-02-02 06:30:00,motor_run_001,61,MOTOR-RUL-001,motor,motor_overheating,63.491,2.486,1506.755,21.0,61.391,,,,,67.127,0,63.0,31.5,0.33301,61,rul_motor_overheating
2026-02-02 07:00:00,motor_run_001,62,MOTOR-RUL-001,motor,motor_overheating,64.898,2.538,1518.621,21.022,58.861,,,,,66.651,0,62.0,31.0,0.34151,62,rul_motor_overheating
2026-02-02 07:30:00,motor_run_001,63,MOTOR-RUL-001,motor,motor_overheating,64.529,2.511,1510.476,20.75,59.6,,,,,64.191,0,61.0,30.5,0.350086,63,rul_motor_overheating
2026-02-02 08:00:00,motor_run_001,64,MOTOR-RUL-001,motor,motor_overheating,64.743,2.561,1504.194,21.298,59.61,,,,,62.971,0,60.0,30.0,0.358736,64,rul_motor_overheating
2026-02-02 08:30:00,motor_run_001,65,MOTOR-RUL-001,motor,motor_overheating,65.671,2.488,1503.675,21.483,60.99,,,,,63.634,0,59.0,29.5,0.367462,65,rul_motor_overheating
2026-02-02 09:00:00,motor_run_001,66,MOTOR-RUL-001,motor,motor_overheating,66.198,2.606,1494.363,21.341,61.178,,,,,62.784,0,58.0,29.0,0.376261,66,rul_motor_overheating
2026-02-02 09:30:00,motor_run_001,67,MOTOR-RUL-001,motor,motor_overheating,66.25,2.622,1497.873,21.437,61.826,,,,,60.49,0,57.0,28.5,0.385134,67,rul_motor_overheating
2026-02-02 10:00:00,motor_run_001,68,MOTOR-RUL-001,motor,motor_overheating,66.138,2.44,1481.331,21.377,61.905,,,,,60.449,0,56.0,28.0,0.394081,68,rul_motor_overheating
2026-02-02 10:30:00,motor_run_001,69,MOTOR-RUL-001,motor,motor_overheating,67.467,2.715,1510.621,21.611,62.532,,,,,59.736,0,55.0,27.5,0.4031,69,rul_motor_overheating
2026-02-02 11:00:00,motor_run_001,70,MOTOR-RUL-001,motor,motor_overheating,67.283,2.565,1488.156,21.488,61.309,,,,,59.183,0,54.0,27.0,0.412191,70,rul_motor_overheating
2026-02-02 11:30:00,motor_run_001,71,MOTOR-RUL-001,motor,motor_overheating,69.257,2.504,1503.143,21.532,62.121,,,,,57.799,0,53.0,26.5,0.421354,71,rul_motor_overheating
2026-02-02 12:00:00,motor_run_001,72,MOTOR-RUL-001,motor,motor_overheating,67.57,2.754,1495.16,21.742,61.034,,,,,56.614,0,52.0,26.0,0.430588,72,rul_motor_overheating
2026-02-02 12:30:00,motor_run_001,73,MOTOR-RUL-001,motor,motor_overheating,69.372,2.661,1502.629,22.05,63.095,,,,,55.839,0,51.0,25.5,0.439893,73,rul_motor_overheating
2026-02-02 13:00:00,motor_run_001,74,MOTOR-RUL-001,motor,motor_overheating,68.679,2.805,1497.348,22.322,62.495,,,,,55.008,0,50.0,25.0,0.449268,74,rul_motor_overheating
2026-02-02 13:30:00,motor_run_001,75,MOTOR-RUL-001,motor,motor_overheating,70.228,2.913,1516.616,22.146,62.468,,,,,54.667,0,49.0,24.5,0.458713,75,rul_motor_overheating
2026-02-02 14:00:00,motor_run_001,76,MOTOR-RUL-001,motor,motor_overheating,69.968,2.77,1499.793,22.293,61.825,,,,,52.382,0,48.0,24.0,0.468228,76,rul_motor_overheating
2026-02-02 14:30:00,motor_run_001,77,MOTOR-RUL-001,motor,motor_overheating,69.691,2.644,1496.331,22.227,64.195,,,,,52.772,0,47.0,23.5,0.477812,77,rul_motor_overheating
2026-02-02 15:00:00,motor_run_001,78,MOTOR-RUL-001,motor,motor_overheating,70.821,2.81,1496.743,22.316,62.948,,,,,51.563,0,46.0,23.0,0.487465,78,rul_motor_overheating
2026-02-02 15:30:00,motor_run_001,79,MOTOR-RUL-001,motor,motor_overheating,71.661,2.901,1490.864,22.476,65.033,,,,,50.393,0,45.0,22.5,0.497185,79,rul_motor_overheating
2026-02-02 16:00:00,motor_run_001,80,MOTOR-RUL-001,motor,motor_overheating,73.195,2.823,1504.646,22.549,62.975,,,,,48.913,0,44.0,22.0,0.506974,80,rul_motor_overheating
2026-02-02 16:30:00,motor_run_001,81,MOTOR-RUL-001,motor,motor_overheating,73.066,2.749,1505.325,22.923,63.563,,,,,48.174,0,43.0,21.5,0.516831,81,rul_motor_overheating
2026-02-02 17:00:00,motor_run_001,82,MOTOR-RUL-001,motor,motor_overheating,73.557,2.823,1507.484,22.283,63.16,,,,,46.329,0,42.0,21.0,0.526754,82,rul_motor_overheating
2026-02-02 17:30:00,motor_run_001,83,MOTOR-RUL-001,motor,motor_overheating,72.867,3.01,1507.161,22.651,62.386,,,,,44.843,0,41.0,20.5,0.536744,83,rul_motor_overheating
2026-02-02 18:00:00,motor_run_001,84,MOTOR-RUL-001,motor,motor_overheating,73.92,3.136,1503.479,22.781,64.121,,,,,44.539,0,40.0,20.0,0.546801,84,rul_motor_overheating
2026-02-02 18:30:00,motor_run_001,85,MOTOR-RUL-001,motor,motor_overheating,74.554,2.924,1499.311,23.21,64.186,,,,,44.642,0,39.0,19.5,0.556924,85,rul_motor_overheating
2026-02-02 19:00:00,motor_run_001,86,MOTOR-RUL-001,motor,motor_overheating,74.808,3.024,1513.031,22.861,63.364,,,,,43.957,0,38.0,19.0,0.567112,86,rul_motor_overheating
2026-02-02 19:30:00,motor_run_001,87,MOTOR-RUL-001,motor,motor_overheating,75.599,3.095,1496.46,23.56,64.343,,,,,42.393,0,37.0,18.5,0.577366,87,rul_motor_overheating
2026-02-02 20:00:00,motor_run_001,88,MOTOR-RUL-001,motor,motor_overheating,77.148,2.939,1492.471,23.177,64.765,,,,,40.449,0,36.0,18.0,0.587685,88,rul_motor_overheating
2026-02-02 20:30:00,motor_run_001,89,MOTOR-RUL-001,motor,motor_overheating,77.09,2.942,1509.183,22.784,63.94,,,,,39.35,0,35.0,17.5,0.598068,89,rul_motor_overheating
2026-02-02 21:00:00,motor_run_001,90,MOTOR-RUL-001,motor,motor_overheating,76.713,3.042,1498.566,23.413,64.609,,,,,39.25,0,34.0,17.0,0.608516,90,rul_motor_overheating
2026-02-02 21:30:00,motor_run_001,91,MOTOR-RUL-001,motor,motor_overheating,77.108,3.109,1505.301,23.668,65.35,,,,,38.245,0,33.0,16.5,0.619028,91,rul_motor_overheating
2026-02-02 22:00:00,motor_run_001,92,MOTOR-RUL-001,motor,motor_overheating,79.442,3.05,1497.543,23.478,64.248,,,,,36.417,0,32.0,16.0,0.629604,92,rul_motor_overheating
2026-02-02 22:30:00,motor_run_001,93,MOTOR-RUL-001,motor,motor_overheating,78.198,3.073,1502.674,23.775,64.631,,,,,36.426,0,31.0,15.5,0.640243,93,rul_motor_overheating
2026-02-02 23:00:00,motor_run_001,94,MOTOR-RUL-001,motor,motor_overheating,79.689,3.086,1494.777,23.996,65.566,,,,,34.181,0,30.0,15.0,0.650945,94,rul_motor_overheating
2026-02-02 23:30:00,motor_run_001,95,MOTOR-RUL-001,motor,motor_overheating,79.721,3.15,1492.802,24.003,64.424,,,,,34.497,0,29.0,14.5,0.66171,95,rul_motor_overheating
2026-02-03 00:00:00,motor_run_001,96,MOTOR-RUL-001,motor,motor_overheating,81.031,3.12,1502.908,23.45,64.836,,,,,32.599,0,28.0,14.0,0.672538,96,rul_motor_overheating
2026-02-03 00:30:00,motor_run_001,97,MOTOR-RUL-001,motor,motor_overheating,80.161,3.238,1515.978,23.857,65.265,,,,,31.775,0,27.0,13.5,0.683428,97,rul_motor_overheating
2026-02-03 01:00:00,motor_run_001,98,MOTOR-RUL-001,motor,motor_overheating,82.297,3.067,1501.992,24.705,64.789,,,,,29.922,0,26.0,13.0,0.694379,98,rul_motor_overheating
2026-02-03 01:30:00,motor_run_001,99,MOTOR-RUL-001,motor,motor_overheating,81.605,3.159,1506.501,24.409,64.866,,,,,29.718,0,25.0,12.5,0.705393,99,rul_motor_overheating
2026-02-03 02:00:00,motor_run_001,100,MOTOR-RUL-001,motor,motor_overheating,82.044,3.36,1494.979,24.289,66.896,,,,,28.735,0,24.0,12.0,0.716467,100,rul_motor_overheating
2026-02-03 02:30:00,motor_run_001,101,MOTOR-RUL-001,motor,motor_overheating,83.194,3.087,1504.304,24.29,66.83,,,,,26.528,0,23.0,11.5,0.727603,101,rul_motor_overheating
2026-02-03 03:00:00,motor_run_001,102,MOTOR-RUL-001,motor,motor_overheating,83.73,3.197,1489.739,24.828,67.014,,,,,25.813,0,22.0,11.0,0.7388,102,rul_motor_overheating
2026-02-03 03:30:00,motor_run_001,103,MOTOR-RUL-001,motor,motor_overheating,84.873,3.256,1500.257,24.818,66.505,,,,,25.23,0,21.0,10.5,0.750057,103,rul_motor_overheating
2026-02-03 04:00:00,motor_run_001,104,MOTOR-RUL-001,motor,motor_overheating,84.226,3.282,1510.901,24.592,65.252,,,,,24.668,0,20.0,10.0,0.761374,104,rul_motor_overheating
2026-02-03 04:30:00,motor_run_001,105,MOTOR-RUL-001,motor,motor_overheating,86.622,3.305,1484.505,24.877,67.135,,,,,22.63,0,19.0,9.5,0.772751,105,rul_motor_overheating
2026-02-03 05:00:00,motor_run_001,106,MOTOR-RUL-001,motor,motor_overheating,84.973,3.426,1504.196,24.684,68.106,,,,,22.607,0,18.0,9.0,0.784189,106,rul_motor_overheating
2026-02-03 05:30:00,motor_run_001,107,MOTOR-RUL-001,motor,motor_overheating,86.296,3.358,1498.864,25.315,66.346,,,,,20.514,0,17.0,8.5,0.795685,107,rul_motor_overheating
2026-02-03 06:00:00,motor_run_001,108,MOTOR-RUL-001,motor,motor_overheating,86.513,3.599,1498.607,25.682,67.033,,,,,19.57,0,16.0,8.0,0.807241,108,rul_motor_overheating
2026-02-03 06:30:00,motor_run_001,109,MOTOR-RUL-001,motor,motor_overheating,87.497,3.351,1501.419,25.673,67.843,,,,,17.268,0,15.0,7.5,0.818856,109,rul_motor_overheating
2026-02-03 07:00:00,motor_run_001,110,MOTOR-RUL-001,motor,motor_overheating,87.855,3.371,1497.261,25.454,66.924,,,,,16.139,0,14.0,7.0,0.830529,110,rul_motor_overheating
2026-02-03 07:30:00,motor_run_001,111,MOTOR-RUL-001,motor,motor_overheating,88.718,3.432,1479.482,25.777,68.694,,,,,15.417,0,13.0,6.5,0.842262,111,rul_motor_overheating
2026-02-03 08:00:00,motor_run_001,112,MOTOR-RUL-001,motor,motor_overheating,88.204,3.592,1502.795,26.282,69.001,,,,,14.789,0,12.0,6.0,0.854052,112,rul_motor_overheating
2026-02-03 08:30:00,motor_run_001,113,MOTOR-RUL-001,motor,motor_overheating,89.463,3.613,1505.001,26.106,68.437,,,,,13.192,0,11.0,5.5,0.8659,113,rul_motor_overheating
2026-02-03 09:00:00,motor_run_001,114,MOTOR-RUL-001,motor,motor_overheating,89.847,3.635,1511.987,25.786,68.705,,,,,12.376,0,10.0,5.0,0.877807,114,rul_motor_overheating
2026-02-03 09:30:00,motor_run_001,115,MOTOR-RUL-001,motor,motor_overheating,90.562,3.675,1481.986,25.801,68.61,,,,,9.863,0,9.0,4.5,0.889771,115,rul_motor_overheating
2026-02-03 10:00:00,motor_run_001,116,MOTOR-RUL-001,motor,motor_overheating,90.708,3.512,1498.391,26.394,69.233,,,,,9.305,0,8.0,4.0,0.901792,116,rul_motor_overheating
2026-02-03 10:30:00,motor_run_001,117,MOTOR-RUL-001,motor,motor_overheating,91.832,3.733,1492.192,25.997,70.069,,,,,8.502,0,7.0,3.5,0.91387,117,rul_motor_overheating
2026-02-03 11:00:00,motor_run_001,118,MOTOR-RUL-001,motor,motor_overheating,92.837,3.651,1505.613,26.075,69.806,,,,,7.294,0,6.0,3.0,0.926005,118,rul_motor_overheating
2026-02-03 11:30:00,motor_run_001,119,MOTOR-RUL-001,motor,motor_overheating,92.304,3.52,1505.486,26.356,69.193,,,,,6.132,0,5.0,2.5,0.938197,119,rul_motor_overheating
2026-02-03 12:00:00,motor_run_001,120,MOTOR-RUL-001,motor,motor_overheating,94.298,3.473,1488.027,26.323,71.376,,,,,5.097,0,4.0,2.0,0.950446,120,rul_motor_overheating
2026-02-03 12:30:00,motor_run_001,121,MOTOR-RUL-001,motor,motor_overheating,94.672,3.611,1491.044,26.777,70.451,,,,,3.999,0,3.0,1.5,0.96275,121,rul_motor_overheating
2026-02-03 13:00:00,motor_run_001,122,MOTOR-RUL-001,motor,motor_overheating,94.693,3.778,1501.265,26.97,71.247,,,,,1.679,0,2.0,1.0,0.975111,122,rul_motor_overheating
2026-02-03 13:30:00,motor_run_001,123,MOTOR-RUL-001,motor,motor_overheating,94.053,3.875,1509.502,26.633,69.313,,,,,1.297,0,1.0,0.5,0.987528,123,rul_motor_overheating
2026-02-03 14:00:00,motor_run_001,124,MOTOR-RUL-001,motor,motor_overheating,96.559,3.98,1504.13,26.907,70.285,,,,,0.006,1,0.0,0.0,1.0,124,rul_motor_overheating
2026-02-03 14:30:00,motor_run_002,0,MOTOR-RUL-002,motor,motor_overload,47.82,1.698,1516.39,18.446,55.909,,,,,99.54,0,166.0,83.0,0.0,0,rul_motor_overload
2026-02-03 15:00:00,motor_run_002,1,MOTOR-RUL-002,motor,motor_overload,48.525,1.865,1503.432,18.318,55.525,,,,,100.0,0,165.0,82.5,0.000362,1,rul_motor_overload
2026-02-03 15:30:00,motor_run_002,2,MOTOR-RUL-002,motor,motor_overload,48.416,1.838,1485.413,18.037,54.603,,,,,99.254,0,164.0,82.0,0.00106,2,rul_motor_overload
2026-02-03 16:00:00,motor_run_002,3,MOTOR-RUL-002,motor,motor_overload,49.073,1.981,1510.277,18.094,56.17,,,,,99.807,0,163.0,81.5,0.001988,3,rul_motor_overload
2026-02-03 16:30:00,motor_run_002,4,MOTOR-RUL-002,motor,motor_overload,48.221,1.703,1502.245,18.062,54.098,,,,,99.664,0,162.0,81.0,0.003105,4,rul_motor_overload
2026-02-03 17:00:00,motor_run_002,5,MOTOR-RUL-002,motor,motor_overload,48.093,1.997,1505.837,18.069,55.396,,,,,99.583,0,161.0,80.5,0.004388,5,rul_motor_overload
2026-02-03 17:30:00,motor_run_002,6,MOTOR-RUL-002,motor,motor_overload,48.065,1.715,1497.045,17.901,54.262,,,,,99.674,0,160.0,80.0,0.005821,6,rul_motor_overload
2026-02-03 18:00:00,motor_run_002,7,MOTOR-RUL-002,motor,motor_overload,48.471,1.651,1496.801,18.36,56.18,,,,,99.774,0,159.0,79.5,0.007392,7,rul_motor_overload
2026-02-03 18:30:00,motor_run_002,8,MOTOR-RUL-002,motor,motor_overload,48.314,1.752,1488.603,18.223,55.713,,,,,99.735,0,158.0,79.0,0.009091,8,rul_motor_overload
2026-02-03 19:00:00,motor_run_002,9,MOTOR-RUL-002,motor,motor_overload,49.009,1.83,1486.773,18.084,55.665,,,,,98.808,0,157.0,78.5,0.010912,9,rul_motor_overload
2026-02-03 19:30:00,motor_run_002,10,MOTOR-RUL-002,motor,motor_overload,48.064,1.877,1492.114,18.036,55.827,,,,,98.514,0,156.0,78.0,0.012848,10,rul_motor_overload
2026-02-03 20:00:00,motor_run_002,11,MOTOR-RUL-002,motor,motor_overload,48.623,1.887,1486.417,18.103,56.82,,,,,97.93,0,155.0,77.5,0.014893,11,rul_motor_overload
